teacher_code,nom,prenom,sexe,date_naissance,telephone,email,specialite,grade,date_embauche,statut
TEACH-04588,Navarro,Diane,M,1996-11-29,+33 (0)6 38 29 42 45,michel04@example.com,Cybersécurité,Assistant,2008-09-08,Vacataire
TEACH-04589,Monnier,Susanne,M,1999-12-14,+33 5 64 24 50 62,lpetit@example.net,Data Science,Vacataire,2018-12-27,Permanent
TEACH-04590,Rousseau,Charles,F,1994-05-18,+33 2 41 57 86 58,bruneaudorothee@example.net,Cloud,Maître Assistant,2015-07-03,Permanent
TEACH-04591,Lemaire,Victoire,F,1973-03-07,04 44 87 54 82,margotmartin@example.net,Intelligence Artificielle,Assistant,2009-09-26,Permanent
TEACH-04592,Leclercq,Gérard,F,1962-04-16,+33 5 18 29 18 58,guillonlaurent@example.net,Data Science,Maître Assistant,2016-11-24,Vacataire
TEACH-04593,Fournier,Bertrand,F,1971-11-15,0485559815,dtexier@example.org,Base de données,Maître Assistant,2011-08-17,Permanent
TEACH-04594,Berger,Marc,M,1966-03-24,0390607368,flefevre@example.net,Cybersécurité,Maître Assistant,2018-11-21,Permanent
TEACH-04595,Thomas,Agathe,F,1978-02-19,+33 (0)2 34 60 75 77,henri87@example.com,Data Science,Assistant,2023-03-19,Permanent
TEACH-04596,Leroux,Marcelle,M,1990-07-06,+33 (0)7 35 34 45 37,royergilles@example.com,Data Science,Vacataire,2022-11-30,Vacataire
TEACH-04597,Barre,Zacharie,M,1987-06-22,0322138190,bouvieroceane@example.org,Cybersécurité,Maître Assistant,2014-10-13,Permanent
TEACH-04598,Legendre,Colette,M,1972-11-27,07 93 63 71 33,thibaut71@example.org,Base de données,Maître Assistant,2023-01-04,Permanent
TEACH-04599,Perez,Tristan,F,1983-07-04,+33 (0)5 79 81 48 49,xcousin@example.net,Cybersécurité,Assistant,2021-12-21,Permanent
TEACH-04600,Gosselin,Laurent,F,1969-02-03,+33 (0)5 19 80 71 75,honorefischer@example.net,IA,Vacataire,2015-04-26,Permanent
TEACH-04601,Le Goff,Aurore,F,1993-10-19,+33 3 55 55 31 05,wmasse@example.net,IA,Vacataire,2023-04-17,Permanent
TEACH-04602,David,Lucie,M,1965-10-30,02 31 99 88 86,penelope79@example.com,Base de données,Maître Assistant,2013-12-11,Permanent
TEACH-04603,Menard,Gilles,M,1964-02-06,04 58 88 69 20,dlecoq@example.net,Python,Maître Assistant,2009-11-05,Vacataire
TEACH-04604,Renard,Diane,F,1981-10-08,04 23 67 57 53,remy24@example.org,Cloud,Maître Assistant,2014-04-21,Permanent
TEACH-04605,Toussaint,Laurence,M,1992-11-21,+33 5 94 88 18 82,leblanccatherine@example.net,Intelligence Artificielle,Professeur,2008-12-25,Vacataire
TEACH-04606,Petitjean,Thibaut,M,1989-04-24,04 85 05 36 89,suzanne87@example.net,IA,Professeur,2023-10-13,Permanent
TEACH-04607,Munoz,Jeannine,F,1982-05-01,0472984039,gabrielleteixeira@example.com,Base de données,Professeur,2017-09-20,Vacataire
TEACH-04608,Boulanger,Michelle,M,1972-06-09,+33 2 90 20 62 94,jerome93@example.com,Cybersécurité,Vacataire,2024-07-05,Vacataire
TEACH-04609,Boutin,Antoine,M,1989-09-20,+33 (0)4 37 23 68 64,honoregarnier@example.net,Python,Maître Assistant,2024-08-09,Vacataire
TEACH-04610,Morvan,Valérie,F,1999-01-09,+33 (0)3 61 84 41 51,michellefleury@example.org,Intelligence Artificielle,Assistant,2019-09-28,Permanent
TEACH-04611,Gautier,Emmanuel,F,1961-06-17,+33 (0)1 80 79 12 64,piresremy@example.org,IA,Vacataire,2018-12-16,Permanent
TEACH-04612,Lemonnier,Margaux,M,1973-03-18,+33 (0)3 64 05 22 79,ngirard@example.com,Intelligence Artificielle,Professeur,2025-03-06,Permanent
TEACH-04613,Prévost,Diane,M,1965-02-28,+33 4 77 55 05 89,valentinebouvet@example.com,Cybersécurité,Maître Assistant,2010-12-16,Permanent
TEACH-04614,Louis,Véronique,M,1997-08-16,+33 4 42 78 45 68,nicolelegrand@example.org,Intelligence Artificielle,Professeur,2017-10-28,Permanent
TEACH-04615,Jourdan,Marthe,F,1971-08-12,+33 (0)7 60 84 95 17,rguillot@example.org,Cybersécurité,Vacataire,2018-03-31,Permanent
TEACH-04616,Fernandes,Julie,F,1994-08-23,+33 (0)1 83 51 51 84,leblanclaurence@example.net,Cloud,Vacataire,2006-09-20,Vacataire
TEACH-04617,Martineau,Bernadette,F,1987-06-11,+33 (0)6 01 40 28 53,colletpatrick@example.com,Cloud,Assistant,2024-12-14,Vacataire
TEACH-04618,Barbier,Claudine,M,1996-02-14,+33 (0)1 81 00 36 63,pcaron@example.com,Base de données,Vacataire,2015-05-20,Permanent
TEACH-04619,Peltier,Alain,M,1977-01-26,+33 4 44 37 66 23,fernandezfrederique@example.net,Cloud,Assistant,2013-04-06,Permanent
TEACH-04620,Schneider,Marine,M,1968-04-21,+33 4 68 51 31 74,briou@example.com,IA,Assistant,2012-12-14,Permanent
TEACH-04621,Joubert,Benoît,F,1960-12-31,04 66 34 55 41,rodriguesdenis@example.net,Cloud,Vacataire,2011-09-18,Permanent
TEACH-04622,Jourdan,Christine,M,1974-04-30,+33 4 86 30 06 18,parnaud@example.net,Cloud,Vacataire,2009-05-30,Vacataire
TEACH-04623,Perrin,Bertrand,F,1972-04-13,+33 4 42 43 90 90,frederique23@example.net,Cloud,Vacataire,2021-01-14,Permanent
TEACH-04624,Lucas,Lucie,M,1974-11-13,04 75 83 97 26,legerfrederique@example.com,Cloud,Professeur,2013-04-02,Vacataire
TEACH-04625,Valette,Jacqueline,F,1997-11-11,+33 (0)2 19 13 13 83,tristan01@example.net,IA,Maître Assistant,2022-01-16,Vacataire
TEACH-04626,Masson,Benoît,F,1976-03-18,0519091784,marysegimenez@example.org,Intelligence Artificielle,Assistant,2008-06-03,Vacataire
TEACH-04627,Chrétien,Patrick,M,1983-11-23,+33 (0)4 99 04 34 68,victoiretessier@example.net,IA,Assistant,2023-11-08,Permanent
TEACH-04628,Marchal,Thibault,F,1999-01-29,+33 (0)5 64 35 96 35,aimeediaz@example.net,Cloud,Assistant,2015-04-14,Vacataire
TEACH-04629,Delaunay,Grégoire,M,1989-03-08,771234567,,Data Science,Assistant?,2018-04-20,Permanent
TEACH-04630,Valette,Christine,M,1960-11-06,0494792560,valentine74@example.com,Base de données,Vacataire,2008-12-06,Permanent
TEACH-04631,Neveu,William,M,1972-04-04,+33 4 58 43 24 90,martinsmonique@example.com,Base de données,Maître Assistant,2019-01-14,Vacataire
TEACH-04632,Besson,Hélène,M,1982-02-21,+221771234567,,IA,Vacataire,2016-08-01,Permanent
TEACH-04633,Michel,Guillaume,F,1971-06-21,+33 4 74 48 04 99,pfleury@example.com,Data Science,Maître Assistant,2016-04-28,Vacataire
TEACH-04634,Masson,Audrey,M,1974-05-08,+33 7 62 44 00 15,wagnercecile@example.org,Cloud,Assistant,2021-01-23,Permanent
TEACH-04635,Girard,Jeannine,F,1997-06-21,+33 (0)3 84 79 22 77,pineaudenis@example.net,Cloud,Vacataire,2012-12-02,Permanent
TEACH-04636,Charpentier,Sophie,F,1977-01-17,0362218689,breynaud@example.net,Intelligence Artificielle,Assistant,2014-08-05,Permanent
TEACH-04637,Charpentier,Agathe,M,1965-04-07,0367810249,hlacombe@example.net,Cloud,Assistant,2011-05-25,Vacataire
TEACH-04638,Rousset,Lucy,F,1988-09-26,03 10 86 40 40,hernandeztheodore@example.com,Data Science,Maître Assistant,2018-04-09,Permanent
TEACH-04639,Lacroix,Antoine,F,2000-03-31,+33 (0)2 85 55 15 54,lebongilbert@example.com,Python,Assistant,2019-07-24,Permanent
TEACH-04640,Vidal,Chantal,F,1979-07-01,04 98 24 89 47,timothee73@example.org,Python,Vacataire,2008-05-17,Vacataire
TEACH-04641,Giraud,Michelle,F,1968-05-30,0160236911,gomesguillaume@example.com,Data Science,Assistant,2025-04-22,Vacataire
TEACH-04642,Mathieu,Julie,F,1979-04-07,+33 6 42 40 36 13,stephane31@example.org,Intelligence Artificielle,Vacataire,2025-01-07,Permanent
TEACH-04643,Pereira,Bertrand,F,1989-01-23,+33 3 51 03 30 70,danielleleu@example.org,Base de données,Professeur,2020-08-20,Permanent
TEACH-04644,Cousin,Claude,F,1996-01-27,+33 (0)1 64 09 48 39,nathalie53@example.org,Python,Professeur,2013-12-16,Vacataire
TEACH-04645,Guibert,Marthe,M,2000-03-25,0179088835,renee69@example.net,Cloud,Professeur,2020-03-07,Permanent
TEACH-04646,Simon,Thomas,M,1969-05-18,08 07 45 05 10,mturpin@example.net,Intelligence Artificielle,Maître Assistant,2021-08-07,Permanent
TEACH-04647,Lebrun,Margaux,M,1975-04-02,+33 2 96 50 92 59,rogerroger@example.org,Intelligence Artificielle,Professeur,2018-04-05,Permanent
TEACH-04648,Chrétien,Josette,F,1980-08-14,+33 (0)2 79 84 42 98,rrocher@example.org,Cybersécurité,Professeur,2022-06-10,Vacataire
TEACH-04649,Diallo,Valérie,M,1999-10-15,+33 2 36 95 17 65,schmittmarine@example.net,IA,Vacataire,2013-06-09,Vacataire
TEACH-04650,Launay,Benoît,F,1998-01-23,0516873699,udumont@example.com,Base de données,Professeur,2009-07-20,Permanent
TEACH-04651,Jacques,Élodie,F,1980-12-19,+33 3 29 27 76 83,sgarcia@example.org,Base de données,Assistant,2015-01-07,Permanent
TEACH-04652,Chauvin,Martin,M,1961-10-27,+33 2 49 95 66 40,claudealves@example.net,Intelligence Artificielle,Maître Assistant,2018-12-05,Permanent
TEACH-04653,Carpentier,Auguste,M,1976-10-31,+33 (0)3 64 02 50 22,xmarion@example.com,Data Science,Maître Assistant,2007-10-10,Vacataire
TEACH-04654,Jourdan,Maryse,F,1997-09-09,03 86 40 56 77,vaillantlaurence@example.net,Cybersécurité,Professeur,2008-03-19,Vacataire
TEACH-04655,Millet,Gabrielle,F,1968-07-26,0470177071,anouk25@example.com,Base de données,Professeur,2010-06-08,Vacataire
TEACH-04656,Dumas,Margaux,F,1979-05-23,0177316997,isaaclaine@example.org,Cybersécurité,Vacataire,2011-12-12,Permanent
TEACH-04657,Jacquet,Juliette,F,1963-03-31,+33 (0)3 22 53 01 01,lemairelouis@example.com,Cybersécurité,Assistant,2019-04-26,Vacataire
TEACH-04658,Léger,André,M,1985-10-27,+33 (0)2 90 36 78 97,aimewagner@example.org,Cybersécurité,Assistant,2011-06-06,Vacataire
TEACH-04659,Leblanc,Jean,F,1983-04-27,+33 4 88 02 75 91,ageorges@example.net,IA,Vacataire,2016-01-25,Permanent
TEACH-04660,Legros,Victor,F,1966-04-14,+33 (0)3 21 39 15 66,smarques@example.com,Python,Professeur,2016-10-22,Vacataire
TEACH-04661,Bazin,Monique,M,1975-10-18,02 55 12 60 50,ppicard@example.com,Python,Vacataire,2022-05-13,Permanent
TEACH-04662,Noël,Richard,F,1981-05-29,02 61 69 80 23,gillesguillon@example.net,Cloud,Professeur,2023-04-23,Vacataire
TEACH-04663,Jean,Corinne,M,1995-05-08,77-123-45-67,,Data Science,Assistant?,2015-12-17,Vacataire
TEACH-04664,Clerc,André,M,1965-03-22,01 34 80 19 60,zpierre@example.com,Python,Professeur,2007-11-19,Permanent
TEACH-04665,Tanguy,Pauline,F,1961-03-18,+33 (0)4 68 28 10 90,olivier52@example.com,Base de données,Maître Assistant,2016-03-14,Permanent
TEACH-04666,Roche,Émilie,M,1972-06-18,04 93 08 92 00,albertsuzanne@example.com,Cloud,Vacataire,2021-09-26,Vacataire
TEACH-04667,Hamon,Raymond,M,1998-06-27,+33 (0)3 22 27 58 80,isabellemorel@example.org,Python,Vacataire,2019-05-17,Vacataire
TEACH-04668,Mendès,Eugène,M,1983-04-11,+33 (0)2 77 69 09 73,therese25@example.com,Intelligence Artificielle,Vacataire,2021-01-13,Permanent
TEACH-04669,Leclercq,Frédéric,M,1970-01-23,0254467120,rolandmenard@example.org,Cloud,Maître Assistant,2016-02-21,Vacataire
TEACH-04670,Noël,René,M,1981-04-05,+33 1 72 88 11 03,blanchettimothee@example.org,Python,Vacataire,2017-03-14,Vacataire
TEACH-04671,Hebert,Bernard,F,1983-10-13,0549289036,weisstheodore@example.org,Python,Assistant,2009-08-22,Vacataire
TEACH-04672,Boucher,Laurent,M,1968-06-19,+33 (0)3 26 41 56 55,arnaude99@example.org,IA,Maître Assistant,2021-12-19,Permanent
TEACH-04673,Rousseau,Yves,F,1972-06-22,+33 (0)5 16 38 30 15,guilletnicolas@example.net,IA,Assistant,2025-06-27,Permanent
TEACH-04674,Gimenez,Henriette,M,1991-05-24,+33 5 40 55 13 13,colletalexandrie@example.com,Base de données,Vacataire,2025-02-01,Permanent
TEACH-04675,Daniel,Stéphanie,M,1960-09-12,+33 (0)4 42 98 06 68,bdelahaye@example.org,Intelligence Artificielle,Professeur,2013-12-26,Permanent
TEACH-04676,Joseph,Capucine,F,2000-01-10,+33 3 89 78 03 47,margot38@example.org,Base de données,Vacataire,2022-02-28,Permanent
TEACH-04677,Laurent,Thibault,M,1961-10-24,+33 (0)5 55 30 80 51,corinne94@example.com,Base de données,Vacataire,2012-06-10,Vacataire
TEACH-04678,Delattre,Timothée,F,1969-07-22,+33 (0)4 87 32 82 06,goncalvesdaniel@example.net,Cybersécurité,Vacataire,2009-01-23,Vacataire
TEACH-04679,Carre,Mathilde,F,1991-07-15,0174669584,camillevalentin@example.net,Python,Professeur,2015-03-02,Permanent
TEACH-04680,Bertin,Manon,F,1965-12-19,0245488676,antoinegrenier@example.com,Cybersécurité,Vacataire,2008-05-24,Permanent
TEACH-04681,Costa,Inès,F,1984-08-04,0508157921,vincent48@example.org,Data Science,Maître Assistant,2016-12-05,Vacataire
TEACH-04682,Blanchet,Édouard,M,1963-10-12,+33 (0)1 30 41 06 39,paulettemarion@example.org,Intelligence Artificielle,Vacataire,2020-04-06,Vacataire
TEACH-04683,Jourdan,Victor,M,1979-04-11,0579367762,aubertjeanne@example.com,Python,Vacataire,2008-05-09,Permanent
TEACH-04684,Jacquot,Xavier,F,1999-06-26,05 31 53 85 47,richarddumont@example.com,Python,Professeur,2018-02-24,Vacataire
TEACH-04685,Schneider,Stéphanie,F,1981-01-05,+221771234567,,Intelligence Artificielle,Assistant?,2021-10-20,Permanent
TEACH-04686,Hoareau,Catherine,M,1967-09-24,+33 (0)5 90 92 61 77,sbousquet@example.com,Cybersécurité,Professeur,2011-08-19,Permanent
TEACH-04687,Ledoux,Noémi,F,1997-11-12,0344306799,schmittsuzanne@example.org,Intelligence Artificielle,Maître Assistant,2020-11-13,Vacataire
TEACH-04688,Leleu,Emmanuel,F,1998-11-04,+33 2 62 92 93 64,marcmahe@example.org,Cybersécurité,Assistant,2010-11-28,Permanent
TEACH-04689,Cousin,Véronique,M,1989-12-06,+33 4 87 98 92 97,christellesanchez@example.org,Data Science,Maître Assistant,2013-03-20,Vacataire
TEACH-04690,Paris,Pierre,M,1993-06-29,05 31 45 99 00,luc78@example.com,Python,Assistant,2011-09-20,Vacataire
TEACH-04691,Paris,Claudine,F,1968-01-25,03 58 12 88 94,gilbert25@example.net,Python,Vacataire,2013-10-08,Vacataire
TEACH-04692,Collin,Bernadette,M,1980-06-07,+33 5 55 05 54 25,salmonalphonse@example.org,Python,Vacataire,2009-05-07,Permanent
TEACH-04693,Descamps,Stéphane,F,1999-02-06,0561970844,ohoarau@example.com,IA,Assistant,2024-10-24,Permanent
TEACH-04694,Denis,Sylvie,F,1994-07-19,+33 (0)3 24 03 69 74,auguste26@example.com,Base de données,Vacataire,2015-05-11,Permanent
TEACH-04695,Marion,Maurice,F,1989-05-18,04 72 73 67 90,pbouvier@example.net,Python,Assistant,2023-01-24,Permanent
TEACH-04696,Humbert,Danielle,F,1977-09-29,+33 (0)3 83 93 45 61,evrardbertrand@example.net,Base de données,Maître Assistant,2022-08-08,Permanent
TEACH-04697,Simon,Hortense,F,1986-03-28,+33 4 34 15 75 78,alixjoseph@example.net,IA,Vacataire,2017-05-03,Permanent
TEACH-04698,Delaunay,Maggie,M,1969-12-12,+33 (0)3 25 07 33 02,michelle86@example.org,Cybersécurité,Maître Assistant,2020-12-26,Permanent
TEACH-04699,Masson,Yves,M,1962-07-03,0173929627,elodie09@example.net,Python,Vacataire,2018-07-26,Vacataire
TEACH-04700,Marques,Constance,M,1976-12-05,+33 1 48 49 45 75,julienlegrand@example.com,Cloud,Assistant,2007-11-23,Vacataire
TEACH-04701,Verdier,Zacharie,M,1991-11-11,03 58 91 65 70,aturpin@example.org,Cloud,Professeur,2016-04-03,Permanent
TEACH-04702,Potier,Henri,M,1964-11-26,+33 (0)3 45 53 26 87,simonebruneau@example.org,Cloud,Vacataire,2025-07-23,Vacataire
TEACH-04703,Bouvier,Grégoire,M,1980-08-20,0390446378,ubriand@example.org,Data Science,Vacataire,2015-05-02,Permanent
TEACH-04704,Renault,Gérard,M,1967-12-13,+33 3 59 53 50 34,denis26@example.org,Base de données,Vacataire,2017-09-01,Permanent
TEACH-04705,Courtois,Nicole,F,1989-01-23,04 90 24 66 20,marielambert@example.org,Python,Professeur,2011-01-09,Permanent
TEACH-04706,Carre,Anne,M,1992-07-02,+33 (0)2 77 27 71 39,celine60@example.net,Cybersécurité,Assistant,2019-06-06,Permanent
TEACH-04707,Hubert,Capucine,M,1997-01-13,+33 (0)2 41 62 05 18,jourdangabriel@example.org,Cybersécurité,Vacataire,2008-10-21,Vacataire
TEACH-04708,Leclerc,Luc,M,1973-10-05,+33 (0)2 28 70 51 78,penelopemarchal@example.org,Cloud,Maître Assistant,2024-11-30,Vacataire
TEACH-04709,Hardy,Diane,M,1987-05-13,+33 3 71 49 47 38,charpentierandre@example.com,Intelligence Artificielle,Vacataire,2011-10-13,Permanent
TEACH-04710,Charles,Hortense,F,1995-07-17,0142268486,stephanebouchet@example.org,IA,Professeur,2016-04-15,Vacataire
TEACH-04711,Neveu,Luc,F,1962-03-29,+33 3 87 27 52 91,emileboucher@example.org,Base de données,Assistant,2011-10-12,Permanent
TEACH-04712,Maillot,Théophile,F,1967-10-06,+33 (0)1 40 79 37 87,lamberttristan@example.com,Python,Professeur,2014-11-22,Permanent
TEACH-04713,Boulanger,Sabine,M,1994-02-07,0365322070,hgay@example.net,Cloud,Assistant,2013-07-24,Vacataire
TEACH-04714,Raynaud,Édouard,F,1992-11-25,+33 1 45 09 69 82,lucas47@example.net,IA,Maître Assistant,2025-02-09,Vacataire
TEACH-04715,Barre,Alexandria,M,1974-05-29,+33 2 72 55 24 45,christelle28@example.org,Intelligence Artificielle,Assistant,2008-11-08,Vacataire
TEACH-04716,Noël,Léon,F,1987-05-28,+33 (0)2 41 61 09 93,emile78@example.com,IA,Maître Assistant,2008-05-26,Vacataire
TEACH-04717,Langlois,Hugues,M,1964-06-24,05 33 32 70 09,cweiss@example.org,Python,Vacataire,2023-03-17,Vacataire
TEACH-04718,Nguyen,Joséphine,M,1974-01-12,0246056166,delaunayemmanuelle@example.org,Base de données,Assistant,2017-09-16,Vacataire
TEACH-04719,Roger,Suzanne,M,1979-12-04,77-123-45-67,,IA,Professeur,2021-01-26,Vacataire
TEACH-04720,Bouchet,Lucy,M,1984-11-05,+33 2 69 68 70 07,catherinejacquot@example.net,Intelligence Artificielle,Professeur,2017-06-17,Permanent
TEACH-04721,Morel,Augustin,F,1998-10-18,0699523098,hguyot@example.org,Base de données,Maître Assistant,2020-04-05,Permanent
TEACH-04722,Simon,Henriette,F,1968-05-19,01 79 72 79 79,thibaut04@example.net,Cybersécurité,Assistant,2016-12-12,Vacataire
TEACH-04723,Rodriguez,Matthieu,M,1987-08-04,+33 5 40 49 82 31,aubryemmanuel@example.com,Cloud,Vacataire,2013-09-30,Permanent
TEACH-04724,Guillot,Marguerite,M,1961-11-27,0564948316,eric34@example.org,Data Science,Maître Assistant,2008-03-31,Vacataire
TEACH-04725,Verdier,Madeleine,M,1971-06-29,+221771234567,,IA,Prof,2023-03-18,Permanent
TEACH-04726,Dupuis,Michel,F,1976-09-15,+33 4 84 83 82 56,xaubert@example.net,Data Science,Vacataire,2018-12-29,Vacataire
TEACH-04727,Boyer,Véronique,M,1978-01-10,01 88 29 19 30,auroremartin@example.org,Cybersécurité,Vacataire,2020-12-11,Vacataire
TEACH-04728,Payet,Martin,F,1998-10-30,+33 (0)2 47 31 14 60,gomezmargaret@example.net,Data Science,Assistant,2024-03-06,Vacataire
TEACH-04729,Durand,Valentine,M,1973-03-25,77-123-45-67,,Data Science,Maître Assistant,2014-04-16,Vacataire
TEACH-04730,Guichard,Louis,F,1963-08-31,+33 (0)3 86 22 15 52,ralves@example.com,Intelligence Artificielle,Professeur,2024-10-15,Permanent
TEACH-04731,François,Alix,M,1996-12-21,+33 5 08 61 46 93,amace@example.org,Python,Maître Assistant,2016-09-26,Permanent
TEACH-04732,Costa,Andrée,F,1963-12-15,04 20 93 02 33,oliviermathieu@example.com,IA,Assistant,2017-06-04,Vacataire
TEACH-04733,Roche,Nicole,M,1976-01-18,+33 2 72 87 86 91,susannesauvage@example.com,Cloud,Professeur,2011-10-24,Vacataire
TEACH-04734,Lemonnier,René,F,1976-12-31,+33 1 76 59 08 01,henriette34@example.org,Cloud,Maître Assistant,2008-03-08,Permanent
TEACH-04735,Lemoine,Joséphine,M,1999-01-14,+33 (0)6 55 16 43 32,lferreira@example.net,Python,Assistant,2023-02-27,Permanent
TEACH-04736,Aubry,Célina,F,1994-11-13,04 44 73 35 90,fvincent@example.net,Base de données,Vacataire,2021-01-04,Vacataire
TEACH-04737,Schneider,Gabrielle,M,1988-08-02,+33 1 74 82 22 36,penelope61@example.net,Python,Maître Assistant,2010-05-09,Permanent
TEACH-04738,Gérard,Adrien,M,1989-11-08,0371472970,pcohen@example.net,IA,Assistant,2025-03-10,Vacataire
TEACH-04739,Coulon,Éléonore,M,1977-09-05,77-123-45-67,,IA,Professeur Senior,2011-05-04,Vacataire
TEACH-04740,Bailly,Timothée,F,1986-08-06,+33 2 30 23 49 42,perezchristiane@example.net,Python,Assistant,2019-11-06,Vacataire
TEACH-04741,Schmitt,Adèle,M,1987-07-25,+33 (0)4 13 10 76 85,anais02@example.org,Data Science,Professeur,2017-07-19,Permanent
TEACH-04742,Pottier,Hélène,M,1971-10-19,+33 (0)1 64 29 53 30,dorotheejacques@example.com,Base de données,Maître Assistant,2022-10-31,Permanent
TEACH-04743,Pascal,Émile,F,1974-07-15,0483919456,ble-goff@example.net,Cloud,Professeur,2020-05-31,Permanent
TEACH-04744,Pascal,Anastasie,F,1976-01-19,0434231395,julie02@example.com,Cloud,Vacataire,2024-10-26,Vacataire
TEACH-04745,Meyer,Sophie,F,1981-05-28,+33 (0)2 36 38 08 80,agnes14@example.net,Data Science,Professeur,2006-11-02,Permanent
TEACH-04746,Gaudin,Édouard,F,1979-01-15,0411135632,zacharie69@example.org,Data Science,Maître Assistant,2008-10-07,Permanent
TEACH-04747,Hardy,Marthe,F,1976-02-24,0413111346,nmarin@example.org,Intelligence Artificielle,Professeur,2013-08-25,Permanent
TEACH-04748,Diallo,Aimé,F,1989-03-23,+33 4 22 18 13 83,alexandrie29@example.com,Python,Assistant,2016-01-08,Vacataire
TEACH-04749,Hardy,Frédérique,M,1982-01-27,+33 (0)2 32 68 19 36,susanne85@example.com,IA,Vacataire,2025-06-02,Permanent
TEACH-04750,Hoareau,Simone,F,1963-02-10,+33 (0)4 88 89 01 09,gosselinmichele@example.com,Base de données,Maître Assistant,2011-08-31,Vacataire
